"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2009","EQ","746.25","755.00","743.80","742.75","748.80","750.25","750.05","805.00","358.00","14,26,731","1,07,01,14,991.00","-"
"30-Dec-2009","EQ","742.00","748.75","715.25","741.40","740.20","742.75","744.93","805.00","358.00","7,36,055","54,83,07,871.20","-"
"29-Dec-2009","EQ","750.00","751.80","736.65","749.30","742.50","741.40","741.73","805.00","358.00","11,28,139","83,67,79,797.00","-"
"24-Dec-2009","EQ","750.00","757.00","741.05","746.55","746.80","749.30","750.84","805.00","358.00","15,28,843","1,14,79,21,291.70","-"
"23-Dec-2009","EQ","728.45","749.50","725.55","724.05","749.45","746.55","739.46","805.00","358.00","22,35,343","1,65,29,53,695.00","-"
"22-Dec-2009","EQ","740.00","742.50","719.20","734.05","725.55","724.05","727.20","805.00","358.00","15,94,571","1,15,95,75,358.30","-"
"21-Dec-2009","EQ","730.10","749.00","726.50","727.50","735.85","734.05","739.24","805.00","358.00","46,63,497","3,44,74,39,396.35","-"
"18-Dec-2009","EQ","722.75","731.50","719.55","722.75","729.90","727.50","727.32","805.00","358.00","13,97,645","1,01,65,37,933.20","-"
"17-Dec-2009","EQ","718.00","728.00","715.00","713.15","724.90","722.75","723.57","805.00","358.00","18,91,151","1,36,83,85,494.75","-"
"16-Dec-2009","EQ","701.70","717.75","695.00","700.95","714.00","713.15","708.30","805.00","358.00","17,82,689","1,26,26,71,875.75","-"
"15-Dec-2009","EQ","708.00","712.00","697.20","705.10","698.90","700.95","706.03","805.00","358.00","10,43,576","73,68,00,026.60","-"
"14-Dec-2009","EQ","701.00","711.95","700.85","706.10","704.05","705.10","707.40","805.00","358.00","15,04,421","1,06,42,29,928.60","-"
"11-Dec-2009","EQ","707.15","714.40","700.00","705.65","703.65","706.10","707.21","805.00","358.00","13,44,156","95,05,94,993.80","-"
"10-Dec-2009","EQ","705.00","710.00","701.95","706.70","705.00","705.65","705.32","805.00","358.00","8,29,742","58,52,33,825.30","-"
"09-Dec-2009","EQ","698.00","710.90","693.20","698.30","706.15","706.70","706.12","805.00","358.00","23,54,424","1,66,25,00,402.15","-"
"08-Dec-2009","EQ","699.85","700.85","690.25","699.40","698.00","698.30","696.12","805.00","358.00","21,13,086","1,47,09,68,825.85","-"
"07-Dec-2009","EQ","698.00","705.90","695.00","695.20","695.50","699.40","700.17","805.00","358.00","11,03,826","77,28,60,577.00","-"
"04-Dec-2009","EQ","681.00","701.00","681.00","690.05","696.15","695.20","695.17","805.00","358.00","19,66,704","1,36,71,84,785.25","-"
"03-Dec-2009","EQ","687.75","695.90","679.25","684.30","690.90","690.05","689.61","805.00","358.00","14,89,353","1,02,70,69,181.65","-"
"02-Dec-2009","EQ","694.95","694.95","677.05","685.75","685.50","684.30","682.44","805.00","358.00","10,80,977","73,77,01,074.40","-"
"01-Dec-2009","EQ","703.40","703.40","680.25","688.40","687.00","685.75","686.52","805.00","358.00","16,14,982","1,10,87,19,389.65","-"
"30-Nov-2009","EQ","674.00","692.95","674.00","670.45","689.00","688.40","684.78","805.00","358.00","19,41,444","1,32,94,69,012.15","-"
"27-Nov-2009","EQ","676.55","686.40","655.00","687.90","669.00","670.45","668.52","805.00","358.00","18,84,529","1,25,98,39,323.85","-"
"26-Nov-2009","EQ","704.95","707.35","685.00","702.80","685.25","687.90","697.51","805.00","358.00","22,04,559","1,53,77,10,866.60","-"
"25-Nov-2009","EQ","699.05","711.65","692.00","699.05","702.75","702.80","703.61","805.00","358.00","19,46,627","1,36,96,75,919.00","-"
"24-Nov-2009","EQ","704.00","704.00","682.00","694.10","698.00","699.05","693.94","805.00","358.00","13,60,936","94,44,13,896.25","-"
"23-Nov-2009","EQ","695.00","700.00","686.00","693.15","694.30","694.10","693.14","805.00","358.00","12,71,737","88,14,92,772.70","-"
"20-Nov-2009","EQ","678.00","696.00","670.10","679.90","695.05","693.15","682.10","805.00","358.00","14,00,387","95,52,10,276.25","-"
"19-Nov-2009","EQ","689.90","692.40","669.50","686.90","679.70","679.90","681.66","805.00","358.00","17,32,332","1,18,08,60,349.05","-"
"18-Nov-2009","EQ","691.00","705.70","683.50","690.45","685.60","686.90","695.20","805.00","358.00","27,91,457","1,94,06,08,602.80","-"
"17-Nov-2009","EQ","668.00","692.90","659.30","665.75","689.00","690.45","682.52","805.00","358.00","26,72,165","1,82,37,95,577.75","-"
"16-Nov-2009","EQ","670.00","677.00","660.00","670.15","665.95","665.75","665.18","805.00","358.00","17,61,904","1,17,19,76,012.10","-"
"13-Nov-2009","EQ","654.95","674.90","647.55","655.35","669.75","670.15","666.88","805.00","358.00","22,98,948","1,53,31,15,171.85","-"
"12-Nov-2009","EQ","645.00","661.50","643.55","645.25","655.00","655.35","655.25","805.00","358.00","23,63,883","1,54,89,27,025.15","-"
"11-Nov-2009","EQ","627.05","647.00","618.50","626.65","645.00","645.25","639.29","805.00","358.00","20,24,706","1,29,43,65,286.40","-"
"10-Nov-2009","EQ","626.00","629.00","620.00","622.75","624.00","626.65","624.79","805.00","358.00","23,05,203","1,44,02,62,199.40","-"
"09-Nov-2009","EQ","625.00","628.00","615.00","622.15","622.05","622.75","619.46","805.00","358.00","17,16,043","1,06,30,28,063.05","-"
"06-Nov-2009","EQ","620.00","634.95","613.65","624.50","625.00","622.15","624.03","805.00","358.00","20,89,742","1,30,40,65,939.10","-"
"05-Nov-2009","EQ","630.00","630.00","605.60","625.70","624.00","624.50","616.61","805.00","358.00","13,65,651","84,20,67,294.90","-"
"04-Nov-2009","EQ","611.10","628.00","610.00","606.05","625.50","625.70","624.30","805.00","358.00","22,77,899","1,42,20,97,802.80","-"
"03-Nov-2009","EQ","636.00","636.00","601.00","628.30","604.00","606.05","615.68","805.00","358.00","13,84,144","85,21,90,397.15","-"
"30-Oct-2009","EQ","642.00","648.75","620.00","634.05","631.20","628.30","633.07","805.00","358.00","14,38,062","91,03,93,847.15","-"
"29-Oct-2009","EQ","636.00","645.50","631.20","642.85","633.25","634.05","636.34","805.00","358.00","24,41,356","1,55,35,24,717.20","-"
"28-Oct-2009","EQ","642.40","648.90","635.00","642.75","644.05","642.85","642.15","805.00","358.00","17,91,157","1,15,01,99,232.45","-"
"27-Oct-2009","EQ","657.90","657.90","634.55","644.55","642.30","642.75","645.79","805.00","358.00","19,70,440","1,27,24,93,846.95","-"
"26-Oct-2009","EQ","643.00","657.65","635.00","639.80","644.00","644.55","648.68","805.00","358.00","20,35,873","1,32,06,30,256.80","-"
"23-Oct-2009","EQ","630.10","645.90","629.60","625.85","640.05","639.80","637.97","805.00","358.00","37,47,230","2,39,06,14,167.25","-"
"22-Oct-2009","EQ","632.00","643.95","615.35","632.80","627.30","625.85","631.66","805.00","358.00","21,46,462","1,35,58,27,902.00","-"
"21-Oct-2009","EQ","620.00","639.40","618.00","621.05","634.00","632.80","633.76","805.00","358.00","28,65,819","1,81,62,33,264.35","-"
"20-Oct-2009","EQ","614.00","625.80","612.05","608.80","621.00","621.05","619.90","805.00","358.00","39,20,292","2,43,01,88,424.55","-"
"17-Oct-2009","EQ","648.70","648.70","605.00","598.30","607.50","608.80","609.13","805.00","358.00","11,58,132","70,54,52,285.90","-"
"16-Oct-2009","EQ","566.00","604.40","566.00","581.80","601.60","598.30","594.07","805.00","358.00","35,94,971","2,13,56,58,354.95","-"
"15-Oct-2009","EQ","594.00","597.90","575.00","592.95","582.70","581.80","580.39","805.00","358.00","21,16,190","1,22,82,18,070.50","-"
"14-Oct-2009","EQ","584.95","598.00","580.70","579.85","595.00","592.95","591.55","805.00","358.00","19,89,790","1,17,70,52,119.60","-"
"12-Oct-2009","EQ","567.00","584.25","563.55","561.75","581.00","579.85","577.11","805.00","358.00","25,87,110","1,49,30,47,647.40","-"
"09-Oct-2009","EQ","575.05","590.40","556.65","571.40","562.50","561.75","570.86","805.00","358.00","50,16,239","2,86,35,59,847.05","-"
"08-Oct-2009","EQ","595.00","598.75","568.50","591.70","571.05","571.40","575.75","805.00","358.00","50,81,086","2,92,54,49,145.60","-"
"07-Oct-2009","EQ","618.90","618.90","588.65","614.20","592.00","591.70","594.87","805.00","358.00","50,37,986","2,99,69,65,239.60","-"
"06-Oct-2009","EQ","624.95","628.40","605.00","615.30","609.10","614.20","617.27","805.00","358.00","37,24,027","2,29,87,48,570.20","-"
"05-Oct-2009","EQ","618.70","639.00","611.00","629.85","617.45","615.30","622.36","805.00","358.00","31,29,798","1,94,78,67,515.55","-"
"01-Oct-2009","EQ","618.00","649.90","615.05","621.00","627.15","629.85","633.03","805.00","358.00","28,43,472","1,79,99,98,574.00","-"
"30-Sep-2009","EQ","614.95","622.80","612.20","610.40","619.80","621.00","617.92","805.00","358.00","21,86,712","1,35,12,21,595.05","-"
"29-Sep-2009","EQ","594.95","614.45","591.00","587.40","610.05","610.40","608.11","805.00","358.00","35,73,062","2,17,28,23,429.45","-"
"25-Sep-2009","EQ","555.00","598.00","555.00","602.55","586.40","587.40","589.23","868.00","358.00","15,34,103","90,39,33,643.40","-"
"24-Sep-2009","EQ","588.00","609.30","582.00","590.90","597.30","602.55","596.05","868.00","358.00","34,01,674","2,02,75,74,601.30","-"
"23-Sep-2009","EQ","608.00","611.65","587.25","602.65","588.35","590.90","597.58","868.00","358.00","22,61,205","1,35,12,60,436.65","-"
"22-Sep-2009","EQ","589.95","606.00","582.25","584.00","600.60","602.65","596.53","868.00","358.00","18,81,640","1,12,24,62,737.10","-"
"18-Sep-2009","EQ","585.00","590.00","579.00","582.95","585.00","584.00","584.48","868.00","358.00","19,62,674","1,14,71,39,735.05","-"
"17-Sep-2009","EQ","575.00","588.00","573.00","570.50","581.00","582.95","581.45","868.00","358.00","26,41,610","1,53,59,57,262.15","-"
"16-Sep-2009","EQ","579.00","579.95","565.20","571.90","570.35","570.50","570.51","868.00","358.00","29,08,261","1,65,91,80,451.80","-"
"15-Sep-2009","EQ","564.00","575.70","562.00","559.10","571.50","571.90","570.13","868.00","358.00","21,54,093","1,22,81,13,788.45","-"
"14-Sep-2009","EQ","533.65","563.90","533.65","560.35","562.00","559.10","556.39","868.00","358.00","16,00,486","89,04,99,210.90","-"
"11-Sep-2009","EQ","561.00","569.00","555.50","556.55","559.70","560.35","561.11","874.40","358.00","45,65,148","2,56,15,71,419.75","-"
"10-Sep-2009","EQ","564.00","569.00","552.05","560.45","555.00","556.55","560.84","874.40","358.00","24,49,457","1,37,37,45,855.25","-"
"09-Sep-2009","EQ","556.00","564.80","543.15","554.65","560.45","560.45","553.13","874.40","358.00","37,66,093","2,08,31,48,450.75","-"
"08-Sep-2009","EQ","551.90","570.50","549.65","550.95","552.00","554.65","560.54","874.40","358.00","49,46,021","2,77,24,65,349.70","-"
"07-Sep-2009","EQ","535.80","553.55","533.60","531.90","551.50","550.95","546.06","874.40","358.00","29,62,860","1,61,79,06,165.35","-"
"04-Sep-2009","EQ","540.00","544.00","527.20","533.65","531.90","531.90","531.85","874.40","358.00","31,31,723","1,66,56,01,594.70","-"
"03-Sep-2009","EQ","539.90","544.40","530.45","534.60","533.00","533.65","537.48","874.40","358.00","38,98,372","2,09,53,10,803.20","-"
"02-Sep-2009","EQ","521.00","542.90","521.00","526.90","536.60","534.60","536.14","874.40","358.00","40,80,709","2,18,78,12,837.35","-"
"01-Sep-2009","EQ","535.00","536.35","519.10","527.05","526.60","526.90","526.47","874.40","358.00","49,31,097","2,59,60,93,718.00","-"
"31-Aug-2009","EQ","531.00","533.80","521.30","540.80","530.75","527.05","526.24","874.40","358.00","35,85,176","1,88,66,48,312.95","-"
"28-Aug-2009","EQ","545.75","550.00","531.10","547.75","540.40","540.80","538.20","874.40","358.00","22,81,568","1,22,79,36,214.35","-"
"27-Aug-2009","EQ","550.00","566.00","541.00","548.50","549.70","547.75","549.59","874.40","358.00","51,15,464","2,81,14,23,385.05","-"
"26-Aug-2009","EQ","526.70","555.00","526.55","528.30","549.50","548.50","547.85","874.40","358.00","44,26,312","2,42,49,46,796.35","-"
"25-Aug-2009","EQ","518.00","531.00","514.10","521.55","526.40","528.30","524.26","874.40","358.00","27,64,649","1,44,93,97,672.90","-"
"24-Aug-2009","EQ","515.95","525.85","513.55","509.25","521.00","521.55","519.89","874.40","358.00","21,03,602","1,09,36,46,928.10","-"
"21-Aug-2009","EQ","502.00","512.50","495.00","501.00","512.00","509.25","505.60","874.40","358.00","34,64,511","1,75,16,70,726.05","-"
"20-Aug-2009","EQ","504.90","508.40","498.10","498.05","500.00","501.00","502.33","874.40","358.00","18,30,480","91,95,06,934.25","-"
"19-Aug-2009","EQ","512.80","514.70","494.00","508.85","497.25","498.05","500.88","874.40","358.00","28,01,685","1,40,33,11,945.00","-"
"18-Aug-2009","EQ","505.00","514.85","499.50","510.15","509.70","508.85","506.79","874.40","358.00","40,74,922","2,06,51,13,729.75","-"
"17-Aug-2009","EQ","516.80","517.50","505.25","521.50","511.50","510.15","509.99","874.40","358.00","29,81,410","1,52,04,78,481.25","-"
"14-Aug-2009","EQ","530.00","530.00","518.00","526.75","522.05","521.50","522.07","874.40","358.00","25,75,907","1,34,48,05,522.95","-"
"13-Aug-2009","EQ","534.40","534.40","519.60","519.65","527.00","526.75","526.53","874.40","358.00","50,16,964","2,64,15,94,730.05","-"
"12-Aug-2009","EQ","535.00","536.00","511.00","541.90","519.50","519.65","521.06","874.40","358.00","56,63,268","2,95,08,92,928.85","-"
"11-Aug-2009","EQ","537.50","558.00","534.10","539.05","543.15","541.90","547.17","874.40","358.00","44,21,740","2,41,94,40,836.25","-"
"10-Aug-2009","EQ","515.15","551.75","514.00","509.10","536.00","539.05","537.33","874.40","358.00","53,11,988","2,85,42,88,625.65","-"
"07-Aug-2009","EQ","516.60","521.95","506.10","517.40","508.55","509.10","513.20","874.40","358.00","22,76,333","1,16,82,13,094.85","-"
"06-Aug-2009","EQ","529.00","534.40","514.20","529.00","517.00","517.40","526.81","874.40","358.00","20,89,374","1,10,07,09,674.90","-"
"05-Aug-2009","EQ","529.50","536.95","507.55","530.15","530.00","529.00","529.74","874.40","358.00","32,12,005","1,70,15,36,671.25","-"
"04-Aug-2009","EQ","520.50","541.20","520.50","531.65","530.50","530.15","532.50","874.40","358.00","27,40,646","1,45,93,80,559.10","-"
"03-Aug-2009","EQ","530.00","534.85","521.10","525.95","534.10","531.65","528.70","874.40","358.00","17,60,274","93,06,62,524.25","-"
"31-Jul-2009","EQ","539.00","540.00","521.40","533.10","524.70","525.95","532.24","874.40","358.00","28,17,483","1,49,95,81,385.55","-"
"30-Jul-2009","EQ","505.25","545.00","490.25","499.80","533.80","533.10","522.95","874.40","358.00","78,36,241","4,09,79,40,854.10","-"
"29-Jul-2009","EQ","480.00","504.70","475.00","480.65","499.50","499.80","491.27","874.40","358.00","55,36,075","2,71,97,11,998.00","-"
"28-Jul-2009","EQ","484.35","484.95","471.30","480.30","481.50","480.65","478.27","874.40","358.00","31,67,492","1,51,49,12,149.55","-"
"27-Jul-2009","EQ","482.00","488.95","477.10","482.00","479.00","480.30","483.16","874.40","358.00","23,26,169","1,12,39,04,043.30","-"
"24-Jul-2009","EQ","490.00","490.00","476.00","475.65","484.55","482.00","480.63","874.50","358.00","39,54,661","1,90,07,16,873.55","-"
"23-Jul-2009","EQ","471.00","482.90","470.00","466.30","475.85","475.65","476.59","874.50","358.00","38,31,339","1,82,59,76,718.30","-"
"22-Jul-2009","EQ","483.70","485.00","452.30","477.60","465.75","466.30","470.69","874.50","358.00","53,37,345","2,51,22,43,899.20","-"
"21-Jul-2009","EQ","503.00","513.15","474.05","500.55","474.95","477.60","484.43","874.50","358.00","65,02,910","3,15,02,20,165.30","-"
