"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2013","EQ","2,160.10","2,184.95","2,150.90","2,156.05","2,174.25","2,172.05","2,171.87","2,258.85","1,252.00","6,22,888","1,35,28,32,331.25","44,582"
"30-Dec-2013","EQ","2,170.00","2,175.25","2,146.70","2,160.65","2,159.00","2,156.05","2,159.98","2,258.85","1,252.00","8,34,388","1,80,22,65,192.95","48,931"
"27-Dec-2013","EQ","2,107.00","2,169.90","2,105.00","2,100.30","2,165.15","2,160.65","2,145.24","2,258.85","1,247.65","12,39,973","2,66,00,41,977.05","66,396"
"26-Dec-2013","EQ","2,115.00","2,117.00","2,091.45","2,110.70","2,094.00","2,100.30","2,105.46","2,258.85","1,247.65","11,48,597","2,41,83,20,068.15","36,263"
"24-Dec-2013","EQ","2,119.80","2,129.00","2,104.25","2,109.05","2,109.00","2,110.70","2,116.88","2,258.85","1,247.65","4,35,078","92,10,06,116.55","27,757"
"23-Dec-2013","EQ","2,129.95","2,143.45","2,097.95","2,120.55","2,113.30","2,109.05","2,115.38","2,258.85","1,247.65","6,60,612","1,39,74,42,498.25","42,090"
"20-Dec-2013","EQ","2,088.10","2,130.00","2,085.85","2,081.50","2,128.15","2,120.55","2,111.81","2,258.85","1,197.00","9,82,906","2,07,57,07,954.80","52,833"
"19-Dec-2013","EQ","2,075.95","2,110.00","2,062.65","2,055.80","2,086.10","2,081.50","2,086.33","2,258.85","1,197.00","10,80,993","2,25,53,04,727.35","64,976"
"18-Dec-2013","EQ","2,040.00","2,071.00","2,038.00","2,045.35","2,055.50","2,055.80","2,059.13","2,258.85","1,197.00","7,93,995","1,63,49,42,318.85","37,832"
"17-Dec-2013","EQ","2,031.60","2,065.85","2,030.00","2,019.15","2,045.30","2,045.35","2,051.44","2,258.85","1,197.00","14,97,737","3,07,25,15,890.50","67,190"
"16-Dec-2013","EQ","2,013.70","2,039.80","2,005.15","2,001.80","2,020.20","2,019.15","2,022.53","2,258.85","1,197.00","14,29,250","2,89,06,96,370.40","70,396"
